,id,B,S,initial_state,iterations,file,density_evolution
10,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 0 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 1 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 0 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n10,"[0.83, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
11,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 0 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 0 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n11,"[0.81, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
12,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 0 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 0]
 [1 1 1 1 0 1 1 0 1 1]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 0]
 [1 1 0 1 1 0 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n12,"[0.81, 0.04, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
13,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 0 1 1 1]
 [1 1 1 0 0 0 1 1 1 1]
 [0 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [0 1 1 1 1 1 1 1 0 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n13,"[0.79, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
14,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [0 1 1 0 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 0 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 0 0 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n14,"[0.79, 0.05, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
15,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 0 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [0 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [0 1 0 1 1 1 1 0 1 1]
 [0 1 0 0 1 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n15,"[0.81, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
16,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 0 1 1]
 [0 1 1 1 0 1 1 0 1 0]
 [1 1 1 0 1 1 1 1 1 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 1 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n16,"[0.83, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
17,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 0 0 1 1 1 1 0 1]
 [1 0 1 0 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 0]
 [0 0 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n17,"[0.79, 0.08, 0.96, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
18,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 0 1 1]
 [1 0 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 0 1 1 1 0 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n18,"[0.79, 0.04, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
19,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 0 1 1 0]
 [1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 0 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 0 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n19,"[0.79, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
20,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 0 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 1 1 1 1]
 [1 1 0 1 1 1 0 0 1 0]
 [0 1 0 1 1 1 1 1 0 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n20,"[0.83, 0.01, 0.99, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
21,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [0 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 0 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 0 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 0 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n21,"[0.79, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
22,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 0 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 0 1 1 1 0 0]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 0]
 [1 1 0 1 1 0 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n22,"[0.79, 0.05, 0.99, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
23,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 0 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 0 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 0 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 0 1 1 0 0 1 0]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n23,"[0.79, 0.07, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
24,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 0 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 0 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 0 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 0 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n24,"[0.79, 0.07, 0.94, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
25,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 0 1 1 1 1 1]
 [0 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [0 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 0 1 1 1 1 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n25,"[0.81, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
26,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 1]
 [1 0 1 0 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 0 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 0 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n26,"[0.79, 0.08, 0.94, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
27,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 0 1 1 1 1]
 [1 1 1 1 0 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 1 0 1 1]
 [0 1 0 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n27,"[0.85, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
28,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 0]
 [0 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 0 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 0 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n28,"[0.81, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
29,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 0 1 1 1 1 1]
 [0 1 1 0 1 0 0 1 1 1]
 [1 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n29,"[0.79, 0.09, 0.94, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0]"
30,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 0 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 0 0]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 1 0 1 1 1]
 [1 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n30,"[0.83, 0.04, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
31,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 0 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 1 0 1 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n31,"[0.83, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
32,<built-in function id>,"(0, 5)","(3, 3)","[[1 0 0 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 0 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n32,"[0.81, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
33,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 0]
 [1 1 1 1 1 1 1 0 1 0]
 [1 1 1 1 0 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 0]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n33,"[0.81, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
34,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 1 0]
 [1 1 1 1 1 1 0 0 1 1]
 [1 1 0 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 1 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n34,"[0.81, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
35,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 0 0 1 1 1]
 [1 1 1 0 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 1 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 0]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n35,"[0.83, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
36,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 1 1 1 1 1]
 [1 1 1 0 1 0 0 1 1 1]
 [1 1 0 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 0 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n36,"[0.79, 0.05, 0.99, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
37,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 0 1 1 1 1 1 1]
 [1 1 1 0 1 0 1 1 0 1]
 [0 1 0 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 1 1 1]
 [0 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n37,"[0.79, 0.02, 0.98, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
38,<built-in function id>,"(0, 5)","(3, 3)","[[1 1 1 1 1 0 1 1 1 1]
 [1 1 1 1 1 0 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 0 1 1 0 1 0]
 [1 1 1 1 1 1 1 1 0 1]
 [1 0 1 0 1 1 1 1 1 1]
 [0 1 1 1 1 0 0 1 1 1]
 [1 1 0 1 1 1 0 0 1 1]
 [0 1 1 0 1 1 1 1 0 1]
 [1 1 1 1 1 1 1 1 1 1]]",10,./data/datasets/BISI/dataset12_chaotic/individuals/ca_<built-in function id>_k0_n38,"[0.83, 0.03, 0.97, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
